date,ticker,close,high,low,open,volume
2015-01-02,AAPL,24.237550735473633,24.70532029541843,23.79860048379208,24.69423503534699,212818400
2015-01-02,ADBE,72.33999633789062,73.19999694824219,71.88999938964844,72.69999694824219,2349200
2015-01-02,ADP,65.98638153076172,66.69148224683745,65.37634677095357,65.74078641790156,1866600
2015-01-02,AMZN,15.425999641418457,15.737500190734863,15.347999572753906,15.628999710083008,55664000
2015-01-02,CSCO,19.815608978271484,20.181634508548456,19.65053767480681,19.995033177295607,22926500
2015-01-02,GOOGL,26.29613494873047,26.606494381733423,26.213205104874046,26.447588609294954,26480000
2015-01-02,IBM,98.12306213378906,98.87991003369565,97.48126153141801,97.6689611248689,5779673
2015-01-02,INTC,27.896459579467773,28.51024247291225,27.70465224234464,28.134298804381928,23605600
2015-01-02,LRCX,6.814785480499268,6.878258521251241,6.762462727699278,6.850810620357336,8306000
2015-01-02,META,77.96932983398438,78.44639218597996,77.22392512206234,78.09853817027945,18177500
2015-01-02,MS,28.715620040893555,29.04202002082937,28.37438627077512,28.967836920936723,7333800
2015-01-02,MSFT,39.93305206298828,40.49669212317483,39.74517421476114,39.84765333722618,27913900
2015-01-02,NFLX,4.984857082366943,5.03314208984375,4.873141765594482,4.91171407699585,134748250
2015-01-02,NVDA,0.4830383062362671,0.48663772264217214,0.4753595893775249,0.4830383062362671,113680000
2015-01-02,ORCL,37.58309555053711,38.312203161843115,37.277886058584954,38.1680782540383,15070200
2015-01-02,QCOM,54.61259841918945,55.04638477164768,54.22292945079862,54.78170290456514,6662700
2015-01-02,TSLA,14.620667457580566,14.883333206176758,14.21733283996582,14.857999801635742,71466000
2015-01-05,AAPL,23.55474090576172,24.0868012739077,23.36852070716593,24.006992134117137,257142000
2015-01-05,ADBE,71.9800033569336,72.43000030517578,71.56999969482422,72.20999908447266,2403300
2015-01-05,ADP,65.93888092041016,66.8975013977239,65.71704614334696,65.95472323943913,3270900
2015-01-05,AMZN,15.10949993133545,15.418999671936035,15.042499542236328,15.350500106811523,55484000
2015-01-05,CSCO,19.420873641967773,19.700776304889715,19.377812220325133,19.607474960949766,29460600
2015-01-05,GOOGL,25.795087814331055,26.218666661573288,25.71017466053814,26.17695453810655,41182000
2015-01-05,IBM,96.57909393310547,97.6447284196389,96.3853448438571,97.6447284196389,5104898
2015-01-05,INTC,27.581892013549805,27.965506637029645,27.574218082101716,27.773699325289723,32785000
2015-01-05,LRCX,6.731584072113037,6.809638950546973,6.7092826782747705,6.7993459366208855,14408000
2015-01-05,META,76.71707153320312,78.76444781332209,76.38909157105287,77.50223223835808,26452200
2015-01-05,MS,27.818016052246094,28.62659316535651,27.573216152684765,28.530156584032813,12507900
2015-01-05,MSFT,39.56583023071289,39.907428350889916,39.49750865202618,39.59998776230407,39673900
2015-01-05,NFLX,4.731142044067383,4.925857067108154,4.714721202850342,4.916450023651123,181650210
2015-01-05,NVDA,0.4748796820640564,0.48447807824539446,0.47272006080162515,0.4830383116668458,197952000
2015-01-05,ORCL,37.056026458740234,37.61709486256807,37.047526847224276,37.540585387369326,18369400
2015-01-05,QCOM,54.355262756347656,54.774341385528174,54.134692694955945,54.193512125904356,12042800
2015-01-05,TSLA,14.005999565124512,14.433333396911621,13.810667037963867,14.303333282470703,80527500
2015-01-06,AAPL,23.55695915222168,23.816338020280458,23.19560061965636,23.61903255400942,263188400
2015-01-06,ADBE,70.52999877929688,72.0999984741211,69.87999725341797,71.94999694824219,2895400
2015-01-06,ADP,65.39219665527344,66.34289250643401,64.93269104131588,65.99430725134276,2569700
2015-01-06,AMZN,14.76449966430664,15.149999618530273,14.619000434875488,15.112000465393066,70380000
2015-01-06,CSCO,19.413698196411133,19.865847954073562,19.406522432929027,19.47829101893434,47297600
2015-01-06,GOOGL,25.15848159790039,25.881989988136958,25.10435433612934,25.84673358035076,54456000
2015-01-06,IBM,94.49625396728516,96.85154850093137,93.95133287554515,96.67595766180042,6429448
2015-01-06,INTC,27.06784439086914,27.796712693368686,27.052499456140545,27.68163007302478,30847600
2015-01-06,LRCX,6.619218826293945,6.753027177323148,6.553172333695471,6.738445340734813,23414000
2015-01-06,META,75.68342590332031,77.11459778082865,74.89826537074238,76.75681049843814,27399300
2015-01-06,MS,27.016845703125,27.847678841861516,26.749795226167407,27.795752124414715,16507800
2015-01-06,MSFT,38.985107421875,39.92450626621456,38.891166885890655,39.608527128791536,36447900
2015-01-06,NFLX,4.650142192840576,4.763999938964844,4.5661420822143555,4.735713958740234,160379520
2015-01-06,NVDA,0.4604821503162384,0.4760794982915834,0.46000223763807563,0.47559958561342064,197764000
2015-01-06,ORCL,36.67347717285156,37.55758589735212,36.54596354942022,37.45557435002932,19229500
2015-01-06,QCOM,53.58327865600586,54.85522233663012,53.48034744593571,54.303802735827105,11094000
2015-01-06,TSLA,14.085332870483398,14.279999732971191,13.61400032043457,14.003999710083008,93928500
2015-01-07,AAPL,23.88727378845215,23.987034348142444,23.654496894010858,23.765342712054718,160423600
2015-01-07,ADBE,71.11000061035156,71.29000091552734,70.41999816894531,70.7699966430664,2378300
2015-01-07,ADP,65.962646484375,66.01017948516655,64.80596379153762,65.13870688583751,2079000
